시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
충청남도 당진시 송산면 유곡리,861,861,0,당진엠코타운,84.9797,202201,13,"18,200",14,2013,유곡로 20,,중개거래,충남 당진시
충청남도 당진시 송악읍 가학리,690,690,0,당진송악e편한세상,84.969,202201,6,"23,500",19,2010,반촌로 103,,중개거래,"서울 강동구, 충남 당진시"
충청남도 당진시 송악읍 가학리,690,690,0,당진송악e편한세상,84.972,202201,14,"22,300",19,2010,반촌로 103,,중개거래,충남 당진시
충청남도 당진시 송악읍 기지시리,504,504,0,힐스테이트당진2차,74.5361,202201,7,"26,500",22,2018,틀모시로 737,,중개거래,충남 당진시
충청남도 당진시 송악읍 반촌리,987,987,0,당진롯데캐슬,84.2729,202201,13,"23,700",9,2012,반촌로 108,,중개거래,부산 수영구
충청남도 당진시 송악읍 복운리,1629-1,1629,1,동광,59.9974,202201,7,"13,900",13,2007,신복운로3길 8,,중개거래,충남 당진시
충청남도 당진시 송악읍 복운리,1629-3,1629,3,신성미소지움1단지,84.997,202201,3,"16,800",7,2007,신복운로3길 28,,중개거래,충남 당진시
충청남도 당진시 송악읍 복운리,1629-3,1629,3,신성미소지움1단지,84.997,202201,7,"16,000",3,2007,신복운로3길 28,,직거래,-
충청남도 당진시 순성면 봉소리,Oct-50,50,10,순성중명,49.99,202201,3,"3,900",3,1994,순성로 453-30,,중개거래,충남 당진시
충청남도 당진시 순성면 봉소리,Oct-50,50,10,순성중명,49.99,202201,12,"3,500",2,1994,순성로 453-30,,중개거래,충남 당진시
충청남도 당진시 시곡동,136-1,136,1,우민늘사랑,54.6,202201,4,"7,000",16,2007,서해로 6216,,중개거래,충남 당진시
충청남도 당진시 시곡동,136-1,136,1,우민늘사랑,59.94,202201,5,"8,000",19,2007,서해로 6216,,중개거래,충남 당진시
충청남도 당진시 시곡동,120-9,120,9,현대그린,59.97,202201,11,"10,000",2,1996,서해로 6258-8,,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,03월 14일,3,14,공간목련,39.6,202201,6,"4,600",12,1998,거산3거리길 88,,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,Feb-46,46,2,단일(A단지),59.4,202201,2,"5,000",4,1992,솔밭밑길 15-44,,직거래,-
충청남도 당진시 신평면 거산리,Feb-46,46,2,단일(A단지),59.4,202201,6,"5,200",5,1992,솔밭밑길 15-44,,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,193-1,193,1,단일(B단지),56.79,202201,6,"5,000",4,1992,세정길 43,,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,193-1,193,1,단일(B단지),59.76,202201,6,"5,000",1,1992,세정길 43,,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,06월 03일,6,3,신세대,39.75,202201,6,"6,300",15,2000,거산3거리길 66,20220107,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,06월 03일,6,3,신세대,59.94,202201,7,"11,500",4,2000,거산3거리길 66,,중개거래,충남 당진시
충청남도 당진시 신평면 거산리,06월 03일,6,3,신세대,39.75,202201,7,"6,500",15,2000,거산3거리길 66,,중개거래,충남 당진시
충청남도 당진시 우강면 창리,297-2,297,2,우강온누리,59.414,202201,11,"6,200",5,2000,합우로 324,,중개거래,충남 당진시
충청남도 당진시 원당동,1257,1257,0,당진원당이안,101.8809,202201,10,"29,300",5,2012,원당로 52,,중개거래,충남 당진시
충청남도 당진시 원당동,1257,1257,0,당진원당이안,101.7466,202201,11,"27,500",3,2012,원당로 52,,중개거래,충남 당진시
충청남도 당진시 원당동,1248,1248,0,당진원당주공그린빌,84.94,202201,8,"25,000",5,2005,밤절로 104,,중개거래,충남 당진시
충청남도 당진시 원당동,1248,1248,0,당진원당주공그린빌,84.94,202201,8,"27,000",11,2005,밤절로 104,,중개거래,충남 당진시
충청남도 당진시 원당동,312,312,0,당진청구,84.87,202201,10,"12,500",4,1997,원당골길 31,,중개거래,충남 당진시
충청남도 당진시 원당동,312,312,0,당진청구,59.908,202201,13,"10,200",5,1997,원당골길 31,,중개거래,충남 당진시
충청남도 당진시 원당동,1251,1251,0,원당마을주공1단지,51.74,202201,3,"16,000",2,2003,밤절로 103,,직거래,-
충청남도 당진시 원당동,1251,1251,0,원당마을주공1단지,59.1,202201,14,"19,200",5,2003,밤절로 103,,중개거래,충남 당진시
충청남도 당진시 원당동,1226,1226,0,파크빌1차,141.471,202201,3,"30,000",9,2005,당진중앙2로 331,,직거래,-
충청남도 당진시 읍내동,1451,1451,0,당진1차푸르지오,74.9214,202201,7,"23,400",3,2011,북문로 15,,중개거래,충남 당진시
충청남도 당진시 읍내동,1451,1451,0,당진1차푸르지오,74.9214,202201,7,"23,900",7,2011,북문로 15,,중개거래,충남 당진시
충청남도 당진시 읍내동,1451,1451,0,당진1차푸르지오,127.8107,202201,9,"35,000",4,2011,북문로 15,,중개거래,충남 당진시
충청남도 당진시 읍내동,1451,1451,0,당진1차푸르지오,127.7434,202201,10,"39,000",11,2011,북문로 15,,중개거래,충남 당진시
충청남도 당진시 읍내동,1486,1486,0,당진2차푸르지오,84.953,202201,7,"32,000",16,2016,북문로 16,,중개거래,충남 당진시
충청남도 당진시 읍내동,1486,1486,0,당진2차푸르지오,62.1063,202201,11,"24,400",13,2016,북문로 16,,중개거래,충남 당진시
충청남도 당진시 읍내동,299-81,299,81,세원,70.24,202201,2,"7,000",5,1990,계성3길 20-27,,중개거래,충남 당진시
충청남도 당진시 읍내동,1061,1061,0,코오롱하늘채,84.961,202201,1,"22,950",7,2005,무수동7길 124,,중개거래,충남 당진시
충청남도 당진시 채운동,1120,1120,0,대동다:숲,84.778,202201,12,"20,000",7,2009,대호만로 30-17,,중개거래,충남 당진시
충청남도 당진시 채운동,1125,1125,0,신당진이안,84.96,202201,10,"20,300",14,2010,운곡로 197-8,,중개거래,충남 당진시
충청남도 당진시 합덕읍 운산리,926-1,926,1,홍인아이리스,77.2777,202201,4,"14,000",14,2004,운산로 116,,중개거래,충남 당진시
충청남도 보령시 궁촌동,369,369,0,에스케이뷰,84.9244,202201,10,"21,500",7,2006,현충탑길 65,,중개거래,충남 보령시
충청남도 보령시 대천동,514-25,514,25,서오,66.42,202201,11,"6,900",5,1990,보령북로 226,,중개거래,충남 보령시
충청남도 보령시 대천동,618-34,618,34,시티타워,122.57,202201,6,"23,000",9,2005,원동1길 69,,중개거래,충남 보령시
충청남도 보령시 대천동,503-3,503,3,흥화,84.96,202201,7,"11,000",16,1993,보령북로 195,,중개거래,충남 보령시
충청남도 보령시 동대동,1981,1981,0,e편한세상보령,73.8584,202201,10,"30,500",12,2017,한내로터리길 170,,중개거래,충남 보령시
충청남도 보령시 동대동,414,414,0,동대주공1,39.3,202201,11,"6,000",1,1990,주공로 33,,중개거래,충남 보령시
충청남도 보령시 동대동,414-2,414,2,동대주공2,39.99,202201,3,"5,500",1,1991,주공로 33,,중개거래,충남 보령시
충청남도 보령시 동대동,1970,1970,0,동대한성필하우스,84.8804,202201,10,"29,000",11,2013,한내로터리길 130,,중개거래,충남 보령시
충청남도 보령시 명천동,389,389,0,명천주공3,59.8,202201,8,"14,500",4,1996,주공로 65,,중개거래,충남 보령시
충청남도 보령시 명천동,389,389,0,명천주공4,49.97,202201,10,"9,900",5,1996,주공로 65,,중개거래,충남 보령시
충청남도 보령시 명천동,389,389,0,명천주공5,59.8,202201,4,"12,400",11,1996,주공로 65,,중개거래,충남 보령시
충청남도 보령시 명천동,1010,1010,0,명천코아루,84.9265,202201,4,"24,000",12,2008,주공로 99,,중개거래,충남 보령시
충청남도 보령시 죽정동,666-6,666,6,현대,84.3,202201,10,"14,000",11,1992,현대로 26,,중개거래,충남 보령시
충청남도 보령시 죽정동,666-6,666,6,현대,72.18,202201,12,"11,400",1,1992,현대로 26,,중개거래,충남 보령시
충청남도 부여군 부여읍 동남리,41,41,0,동남주공,39.69,202201,7,"5,200",5,1986,금성로 20,,중개거래,충남 부여군
충청남도 부여군 부여읍 동남리,41,41,0,동남주공,39.72,202201,13,"4,500",5,1986,금성로 20,,중개거래,충남 부여군
충청남도 서산시 갈산동,192,192,0,세창리베하우스,84.7766,202201,12,"9,500",1,2002,갓고개길 14,,중개거래,충남 서산시
충청남도 서산시 대산읍 대산리,694,694,0,삼호,59.83,202201,6,"4,950",1,1993,충의로 2061,,중개거래,충남 서산시
충청남도 서산시 대산읍 대산리,1550,1550,0,한성필하우스아파트,59.9912,202201,3,"18,300",2,2017,정자동2로 16,,직거래,-
충청남도 서산시 대산읍 대산리,1550,1550,0,한성필하우스아파트,59.9947,202201,11,"17,980",2,2017,정자동2로 16,,직거래,-
충청남도 서산시 대산읍 대산리,1550,1550,0,한성필하우스아파트,84.9926,202201,12,"24,500",12,2017,정자동2로 16,,직거래,-
충청남도 서산시 동문동,639-1,639,1,대림,84.9,202201,10,"11,000",2,1990,향교1로 12,,중개거래,충남 서산시
충청남도 서산시 동문동,Jan-71,71,1,동문동코아루,59.962,202201,4,"19,900",13,2007,고운로 275-14,,중개거래,충남 서산시
충청남도 서산시 동문동,Jan-71,71,1,동문동코아루,84.98,202201,14,"28,000",11,2007,고운로 275-14,,직거래,-
충청남도 서산시 동문동,538-2,538,2,삼성,73.4536,202201,8,"12,000",7,1991,서령로 137,,중개거래,충남 서산시
충청남도 서산시 동문동,538-2,538,2,삼성,90.2766,202201,10,"15,000",8,1991,서령로 137,,중개거래,충남 서산시
충청남도 서산시 동문동,1274,1274,0,서산동문꿈에그린아파트,59.9027,202201,4,"20,800",10,2018,서령로 157-27,,중개거래,충남 서산시
충청남도 서산시 석남동,104-1,104,1,센스빌,59.92,202201,7,"17,600",6,2003,동서1로 130,,중개거래,충남 서산시
충청남도 서산시 석림동,962,962,0,서산센트럴코아루아파트,74.2216,202201,11,"27,300",9,2019,한마음2로 22,,중개거래,충남 서산시
충청남도 서산시 석림동,962,962,0,서산센트럴코아루아파트,64.9504,202201,12,"24,000",8,2019,한마음2로 22,,중개거래,충남 서산시
충청남도 서산시 석림동,416-1,416,1,석림중앙하이츠빌,121.1887,202201,3,"32,600",14,2006,석림1로 20,,직거래,-
충청남도 서산시 석림동,590-1,590,1,석림한성필하우스,84.9614,202201,9,"29,000",9,2007,동서2로 15,,중개거래,충남 서산시
충청남도 서산시 성연면 왕정리,725,725,0,e편한세상서산테크노밸리,74.5253,202201,11,"24,100",12,2018,성연4로 46,,중개거래,충남 서산시
충청남도 서산시 성연면 왕정리,712,712,0,힐스테이트서산아파트,84.9498,202201,3,"27,400",3,2017,성연3로 76,,중개거래,충남 서산시
충청남도 서산시 성연면 왕정리,712,712,0,힐스테이트서산아파트,75.0647,202201,8,"28,000",9,2017,성연3로 76,,중개거래,충남 서산시
충청남도 서산시 성연면 일람리,1089,1089,0,서산테크노밸리고운라피네,67.2605,202201,1,"18,500",3,2018,성연3로 57-30,,중개거래,충남 서산시
충청남도 서산시 성연면 일람리,1089,1089,0,서산테크노밸리고운라피네,67.2605,202201,1,"18,902",3,2018,성연3로 57-30,,중개거래,충남 서산시
충청남도 서산시 성연면 일람리,1129,1129,0,이안더서산아파트,84.9476,202201,3,"25,000",8,2018,성연4로 28,,직거래,-
충청남도 서산시 수석동,688-83,688,83,매화,45.13,202201,3,"3,700",2,1992,한성지3로 32,,직거래,-
충청남도 서산시 예천동,1332,1332,0,서산예천효성해링턴플레이스,75.9113,202201,10,"36,700",19,2016,예천3로 43,,중개거래,충남 서산시
충청남도 서산시 예천동,1328,1328,0,예천한성필하우스,84.951,202201,11,"37,000",5,2012,동서1로 182,,직거래,-
충청남도 서산시 음암면 도당리,1275-2,1275,2,개나리,59.95,202201,11,"3,000",7,1998,석동로 36,,직거래,-
충청남도 서산시 음암면 부산리,527-1,527,1,한성스위트빌,51.506,202201,6,"6,500",2,2001,서령로 325-23,,중개거래,충남 서산시
충청남도 서산시 음암면 부장리,219-2,219,2,수림아파트,59.9718,202201,5,"9,500",14,2007,음암로 499,,중개거래,"충남 당진시, 충남 서산시"
충청남도 서산시 읍내동,624-1,624,1,대림동신,101.88,202201,10,"19,200",14,1994,부춘2로 47,,중개거래,충남 서산시
충청남도 서산시 읍내동,624-6,624,6,동신,84.51,202201,1,"16,000",11,1994,문화로 131,,중개거래,충남 서산시
충청남도 서산시 읍내동,738-6,738,6,롯데캐슬,136.7162,202201,7,"34,000",15,2006,안견로 365-10,,중개거래,충남 서산시
충청남도 서산시 읍내동,738-6,738,6,롯데캐슬,84.7188,202201,13,"21,500",11,2006,안견로 365-10,,중개거래,충남 서산시
충청남도 서산시 읍내동,624-5,624,5,부영,49.72,202201,3,"8,100",13,1996,부춘1로 19,,중개거래,충남 서산시
충청남도 서산시 읍내동,624-5,624,5,부영,49.72,202201,8,"7,000",4,1996,부춘1로 19,,중개거래,충남 서산시
충청남도 서산시 읍내동,55,55,0,서산읍내현대,84.936,202201,12,"21,850",16,2000,호수공원6로 19,,중개거래,충남 서산시
충청남도 서산시 읍내동,Jan-76,76,1,서산푸르밸리,25.1169,202201,10,"6,800",11,2017,안견로 322,,중개거래,충남 서산시
충청남도 서산시 인지면 둔당리,256-2,256,2,송림,37.41,202201,5,"1,950",1,1993,무학로 1663-10,,중개거래,충남 서산시
충청남도 서산시 죽성동,05월 08일,5,8,동아2,46.69,202201,12,"3,000",6,1993,남부순환로 885,,중개거래,충남 서산시
충청남도 서산시 지곡면 무장리,920,920,0,늘푸른오스카빌,84.9824,202201,1,"11,500",12,2006,충의로 762-78,,중개거래,충남 서산시
충청남도 서산시 지곡면 무장리,920,920,0,늘푸른오스카빌,84.9824,202201,3,"11,900",13,2006,충의로 762-78,,중개거래,충남 서산시
충청남도 서산시 지곡면 무장리,920,920,0,늘푸른오스카빌,84.9824,202201,9,"10,500",4,2006,충의로 762-78,,중개거래,충남 서산시
충청남도 서산시 지곡면 화천리,523-11,523,11,지곡미래아파트,40.95,202201,3,"5,600",5,2012,화천1로 196,,중개거래,충남 서산시
충청남도 서산시 해미면 읍내리,110-1,110,1,가야아파트,36.45,202201,11,"3,700",6,1999,일락골길 13,,직거래,-
충청남도 서천군 서천읍 사곡리,117-3,117,3,정원,59.8,202201,11,"9,000",7,1996,사곡로75번길 7,,중개거래,충남 서천군
충청남도 서천군 장항읍 원수리,207,207,0,임해,43.27,202201,3,"2,000",2,1998,장항공단길10번길 42,,직거래,-
충청남도 아산시 권곡동,169-1,169,1,서해그랑블1차,84.7904,202201,7,"28,000",15,2009,문화로 257-20,,중개거래,충남 아산시
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,148.9809,202201,4,"49,800",27,2009,권곡로 47,,중개거래,충남 아산시
충청남도 아산시 권곡동,620,620,0,아산더샵퍼스트타워,126.7236,202201,5,"39,500",6,2009,권곡로 47,,직거래,-
충청남도 아산시 권곡동,205-1,205,1,청솔,58.2,202201,6,"11,700",10,2002,문화로 257-17,,중개거래,충남 아산시
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"8,000",5,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"7,800",5,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,60.1,202201,3,"7,200",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"7,200",4,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,73.4,202201,3,"8,800",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,73.4,202201,3,"7,810",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"9,000",2,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"7,810",5,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",4,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"8,600",4,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"7,850",4,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"7,810",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"9,000",2,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,60.1,202201,3,"6,710",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,60.1,202201,3,"7,100",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,3,"7,600",5,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",4,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,60.1,202201,3,"6,900",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,3,"6,710",4,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,60.1,202201,5,"6,710",1,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,5,"7,300",2,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.5,202201,6,"6,710",2,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,60.1,202201,7,"7,600",1,1979,충무로 83,,중개거래,충남 아산시
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,10,"8,900",3,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,59.4,202201,12,"8,000",2,1979,충무로 83,,직거래,-
충청남도 아산시 권곡동,443-54,443,54,충무,72.7,202201,12,"9,000",2,1979,충무로 83,,직거래,-
충청남도 아산시 둔포면 석곡리,1788,1788,0,아산테크노밸리EGthe13단지,72.345,202201,7,"27,000",14,2016,아산밸리중앙로 47,,중개거래,대전 서구
충청남도 아산시 둔포면 석곡리,1805,1805,0,아산테크노밸리이지더원8단지,76.7511,202201,1,"32,000",13,2017,아산밸리남로 81,,중개거래,충남 아산시
충청남도 아산시 득산동,392-2,392,2,부영,49.92,202201,6,"7,700",3,1998,온천대로 1105-17,,중개거래,충남 아산시
충청남도 아산시 모종동,625,625,0,대림이편한세상,84.94,202201,12,"31,000",4,2006,문화로 355,,직거래,-
충청남도 아산시 모종동,578,578,0,라이프타운,84.98,202201,3,"15,700",1,1992,번영로206번길 32,,중개거래,충남 아산시
충청남도 아산시 모종동,578,578,0,라이프타운,84.98,202201,12,"17,300",5,1992,번영로206번길 32,,중개거래,충남 아산시
충청남도 아산시 모종동,640,640,0,모종캐슬어울림2단지,84.972,202201,3,"45,000",14,2017,모종로22번길 33,,중개거래,충남 아산시
충청남도 아산시 모종동,643,643,0,모종캐슬어울림3단지,84.9206,202201,7,"50,500",19,2017,모종남로22번길 11,,중개거래,충남 아산시
충청남도 아산시 모종동,361-16,361,16,모종한성하우시스,49.9885,202201,1,"14,100",4,2013,문화로 301-31,,중개거래,충남 아산시
충청남도 아산시 방축동,Jun-57,57,6,주공,39.3,202201,3,"9,500",3,1990,방축로 21,,중개거래,충남 아산시
충청남도 아산시 방축동,Nov-55,55,11,현대,84.38,202201,14,"12,300",5,1991,방축로 8,,중개거래,충남 아산시
충청남도 아산시 배미동,174-3,174,3,서진,39.6,202201,3,"4,850",8,2000,서부북로 973,,중개거래,충남 아산시
충청남도 아산시 배미동,174-3,174,3,서진,39.6,202201,8,"4,290",2,2000,서부북로 973,,중개거래,충남 아산시
충청남도 아산시 배미동,174-3,174,3,서진,39.6,202201,10,"4,450",4,2000,서부북로 973,,중개거래,충남 아산시
충청남도 아산시 배미동,174-3,174,3,서진,39.6,202201,10,"4,800",7,2000,서부북로 973,,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,1717,1717,0,배방메이루즈아파트,59.8009,202201,8,"25,800",11,2017,북수로25번길 33,,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,2,"11,800",12,2012,모산로126번길 17-7,,중개거래,충남 천안동남구
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,3,"12,000",15,2012,모산로126번길 17-7,,중개거래,충남 천안동남구
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,4,"10,600",11,2012,모산로126번길 17-7,20220113,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,4,"10,600",10,2012,모산로126번길 17-7,,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,10,"9,300",4,2012,모산로126번길 17-7,,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,14,"10,000",15,2012,모산로126번길 17-7,,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,282,282,0,배방삼정그린코아,38.49,202201,14,"10,300",16,2012,모산로126번길 17-7,,중개거래,충남 아산시
충청남도 아산시 배방읍 공수리,1487,1487,0,배방역효성해링턴플레이스,59.998,202201,2,"30,800",12,2018,모산로 67,,중개거래,충남 아산시
충청남도 아산시 배방읍 세교리,432,432,0,신한,34.72,202201,3,"11,500",4,1996,온천대로 2332,,중개거래,충남 아산시
충청남도 아산시 배방읍 세교리,432,432,0,신한,34.72,202201,6,"10,500",6,1996,온천대로 2332,,중개거래,충남 아산시
충청남도 아산시 배방읍 장재리,1539,1539,0,연화마을휴먼시아8단지,74.96,202201,2,"37,000",18,2009,연화로 36,,중개거래,충남 아산시
충청남도 아산시 배방읍 장재리,1539,1539,0,연화마을휴먼시아8단지,84.62,202201,9,"40,000",6,2009,연화로 36,,중개거래,충남 아산시
충청남도 아산시 법곡동,333,333,0,법곡동KD아람채,45.0558,202201,12,"12,200",5,2016,법곡길 10,,중개거래,충남 아산시
충청남도 아산시 신창면 남성리,177-2,177,2,샘마을,39.27,202201,7,"4,000",7,2001,남성길 85,,직거래,-
충청남도 아산시 신창면 남성리,840,840,0,아산코아루에듀파크,126.37,202201,3,"19,000",15,2009,온천대로 984,,직거래,-
충청남도 아산시 신창면 남성리,840,840,0,아산코아루에듀파크,126.37,202201,13,"28,000",10,2009,온천대로 984,,중개거래,충남 아산시
충청남도 아산시 신창면 신곡리,Apr-93,93,4,창덕에버빌,39.965,202201,7,"2,700",2,2000,서부북로 270,,중개거래,충남 아산시
충청남도 아산시 신창면 행목리,498,498,0,아산신창양우내안애,35.1,202201,3,"6,450",7,2014,행목로 202,,중개거래,충남 아산시
충청남도 아산시 신창면 행목리,498,498,0,아산신창양우내안애,49.5,202201,4,"10,000",9,2014,행목로 202,,중개거래,충남 아산시
충청남도 아산시 실옥동,537,537,0,대우푸르지오,69.1316,202201,10,"21,000",6,2006,아산로117번길 17,,중개거래,충남 아산시
충청남도 아산시 염치읍 석정리,06월 30일,30,6,아산엑스포,84.88,202201,3,"7,500",15,1995,충무로 227,,직거래,-
충청남도 아산시 온천동,617-1,617,1,삼정하이츠,56.2937,202201,10,"8,900",5,1991,어의정로 41,,중개거래,충남 아산시
충청남도 아산시 온천동,2017,2017,0,주공1,48.6,202201,5,"19,500",1,1983,온여고길 27,,중개거래,충남 아산시
충청남도 아산시 용화동,1394,1394,0,용화아이파크,84.9576,202201,3,"36,000",2,2014,용화고길 46,,직거래,-
충청남도 아산시 용화동,356,356,0,주공2,39.3,202201,6,"9,850",3,1989,시민로 277-3,,중개거래,충남 아산시
충청남도 아산시 용화동,356,356,0,주공2,47.01,202201,9,"10,000",5,1989,시민로 277-3,,직거래,-
충청남도 아산시 용화동,356,356,0,주공2,47.01,202201,10,"10,700",2,1989,시민로 277-3,,중개거래,충남 아산시
충청남도 아산시 음봉면 덕지리,580,580,0,더샵레이크사이드,84.9546,202201,9,"27,800",15,2006,음봉로 567,,중개거래,충남 아산시
충청남도 아산시 음봉면 덕지리,03월 21일,21,3,초원그린타운,39.27,202201,11,"3,500",15,1997,음봉로681번길 24,,중개거래,충남 아산시
충청남도 아산시 음봉면 덕지리,03월 21일,21,3,초원그린타운,39.27,202201,13,"5,200",15,1997,음봉로681번길 24,,중개거래,충남 아산시
충청남도 아산시 음봉면 동암리,714,714,0,아산더샵레이크시티3차,72.78,202201,11,"28,800",3,2015,음봉로 515-37,,중개거래,충남 아산시
충청남도 아산시 음봉면 산동리,427-1,427,1,삼일원앙,39.73,202201,5,"6,800",5,1997,음봉로 847,,중개거래,충남 아산시
충청남도 아산시 음봉면 산동리,427-1,427,1,삼일원앙,59.52,202201,8,"13,300",7,1997,음봉로 847,,중개거래,"충남 아산시, 충남 천안서북구"
충청남도 아산시 인주면 해암리,280-4,280,4,미진무지개,32.61,202201,4,"6,650",14,2000,현대로 862,,직거래,-
충청남도 아산시 인주면 해암리,280-4,280,4,미진무지개,32.61,202201,4,"6,650",6,2000,현대로 862,,직거래,-
충청남도 아산시 인주면 해암리,280-4,280,4,미진무지개,32.61,202201,5,"6,250",3,2000,현대로 862,,직거래,-
충청남도 아산시 인주면 해암리,280-4,280,4,미진무지개,32.61,202201,5,"6,250",3,2000,현대로 862,,직거래,-
충청남도 아산시 인주면 해암리,280-4,280,4,미진무지개,49.74,202201,6,"9,650",3,2000,현대로 862,,직거래,-
충청남도 아산시 인주면 해암리,280-4,280,4,미진무지개,32.61,202201,10,"6,650",9,2000,현대로 862,,직거래,-
충청남도 아산시 장존동,305,305,0,청솔,39.994,202201,2,"4,700",9,2004,외암로 1247,,중개거래,충남 아산시
충청남도 아산시 장존동,305,305,0,청솔,39.994,202201,5,"4,300",1,2004,외암로 1247,,직거래,-
충청남도 아산시 장존동,305,305,0,청솔,39.994,202201,5,"4,300",5,2004,외암로 1247,,직거래,-
충청남도 아산시 장존동,305,305,0,청솔,39.994,202201,7,"4,500",1,2004,외암로 1247,,중개거래,충남 아산시
충청남도 아산시 좌부동,Mar-84,84,3,초원설화타운1,39.78,202201,14,"4,100",13,1994,고불로 667,,중개거래,충남 아산시
충청남도 아산시 좌부동,84,84,0,초원설화타운2,59.88,202201,4,"7,400",11,1995,고불로 669,,중개거래,충남 아산시
충청남도 아산시 탕정면 동산리,421,421,0,만도사원2차,49.97,202201,12,"14,000",8,1997,탕정면로 379-20,,중개거래,충남 아산시
충청남도 아산시 탕정면 호산리,497,497,0,홍익,33.15,202201,4,"5,150",6,1999,선문로 385,,중개거래,충남 아산시
충청남도 아산시 탕정면 호산리,497,497,0,홍익,33.15,202201,5,"4,850",1,1999,선문로 385,,중개거래,충남 아산시
충청남도 아산시 탕정면 호산리,497,497,0,홍익,39.15,202201,11,"5,000",1,1999,선문로 385,,중개거래,충남 아산시
충청남도 아산시 풍기동,440,440,0,동일하이빌(아),84.9851,202201,2,"32,500",17,2008,남부로 353,,중개거래,충남 아산시
충청남도 아산시 풍기동,519,519,0,아산풍기이지더원2차아파트,72.947,202201,10,"34,000",27,2018,어의정로 182,,중개거래,충남 아산시
